#DroneDeploy	4.21.0.1517
#Flight Recorder
User ID	58adcdaff6b11d0001fff143
Organization ID	5ce4361f919c5f0001530f71
Session ID	unknown_plan_id
Session Start	11/13/2020 01:12:40
#Device
Device Model	iPad
Device User Interface Idiom	iPad	1
Device Operating System	iOS	14.1
Device SSID
#Aircraft
Aircraft Model	Phantom 4 Pro
Aircraft Name	Fake Aircraft Name
Aircraft Firmware	Fake Aircraft Firmware Package
#Aircraft Battery
Full Charge Volume (mAh)	1
Remaining Life (%)	1
Discharges	4
#Components
Battery Cells Number	0
Battery Serial Number	Fake Battery Serial
Battery Firmware	Fake Battery Firmware
Flight Controller Serial Number	Fake FC Serial
Flight Controller Firmware	Fake FC Firwmare
Gimbal Firmware	Fake Gimbal Firmware
Remote Control Serial Number	Fake RC Serial
Remote Control Firmware	Fake RC Firmware
Camera Serial Number	Fake Camera Serial
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Compass Index	Compass Sensor Value	Compass State	Compass State Last Updated (ms)	Compass Calibration State	Compass Calibration Last Updated (ms)	Device > Aircraft Distance - XY (ft)
11/13/2020 01:12:44	4.140		0.0	0.0	4139.636993408203	56	1	1	25	73.4	1.3232231140136719	0	0	0	0	4139.620065689087	37.771846	-122.407436	22.369418519393044	42.65092	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6069412231445312	-90.0	0.0	0.0	Free	0	1	1	1	167.16599464416504	0	Unknown	0	Unknown	3	4139.673948287964	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0809898376464844	100	1.0447502136230469	1	0.0	0.0	0.0	1	1.3890266418457031	0	0	4139.685869216919	0	0	4139.688014984131	Shoot Photo	0	0	0	0	0	0	0	0	0	167.42706298828125	1	100.0	167.33598709106445	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	4139.715194702148	0	18.0	2	1.605987548828125	255	4139.717102050781	3902877.547784845
11/13/2020 01:12:44	4.308		0.0	0.0	4308.074951171875	56	1	1	25	73.4	1.4851093292236328	0	0	0	0	4308.053016662598	37.771846	-122.407436	22.369418519393044	45.93176	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7690658569335938	-90.0	0.0	0.0	Free	0	1	1	1	335.59393882751465	0	Unknown	0	Unknown	3	4308.099985122681	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1219978332519531	100	1.0738372802734375	1	0.0	0.0	0.0	1	1.535177230834961	0	0	4308.112859725952	0	0	4308.115005493164	Shoot Photo	0	0	0	0	0	0	0	0	0	335.85095405578613	1	100.0	335.76202392578125	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	4308.141231536865	0	18.0	2	1.7578601837158203	255	4308.144092559814	3902877.547784845
11/13/2020 01:12:44	4.476		0.0	0.0	4475.407838821411	56	1	1	25	73.4	1.4290809631347656	0	0	0	0	4475.42405128479	37.771846	-122.407436	22.369418519393044	49.2126	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6827583312988281	-90.0	0.0	0.0	Free	0	1	1	1	502.9559135437012	0	Unknown	0	Unknown	3	4475.461006164551	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.2278556823730469	100	1.1420249938964844	1	0.0	0.0	0.0	1	1.505136489868164	0	0	4475.4650592803955	0	0	4475.466012954712	Shoot Photo	0	0	0	0	0	0	0	0	0	503.2029151916504	1	100.0	503.1132698059082	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	4475.4931926727295	0	18.0	2	1.680135726928711	255	4475.497007369995	3902877.547784845
11/13/2020 01:12:45	4.651		0.0	0.0	4650.122880935669	56	1	1	25	73.4	2.3069381713867188	0	0	0	0	4650.112152099609	37.771846	-122.407436	22.369418519393044	52.49344	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.5959014892578125	-90.0	0.0	0.0	Free	0	1	1	1	677.6399612426758	0	Unknown	0	Unknown	3	4650.14386177063	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	2.025127410888672	100	1.9888877868652344	1	0.0	0.0	0.0	1	2.3560523986816406	0	0	4650.146961212158	0	0	4650.148153305054	Shoot Photo	0	0	0	0	0	0	0	0	0	677.8807640075684	1	100.0	677.788257598877	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	4650.16508102417	0	18.0	2	2.543926239013672	255	4650.166034698486	3902877.547784845
11/13/2020 01:12:45	4.816		0.0	0.0	4815.494775772095	56	1	1	25	73.4	167.680025100708	0	0	0	0	4815.464973449707	37.771846	-122.407436	22.369418519393044	52.49344	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	167.94300079345703	-90.0	0.0	0.0	Free	0	1	1	1	842.987060546875	0	Unknown	0	Unknown	3	4815.490961074829	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	167.3741340637207	100	167.33789443969727	1	0.0	0.0	0.0	1	167.70505905151367	0	0	4815.49596786499	0	0	4815.497159957886	Shoot Photo	0	0	0	0	0	0	0	0	0	843.2297706604004	1	100.0	843.137264251709	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	4815.514087677002	0	18.0	2	167.8929328918457	255	4815.515041351318	3902877.547784845
11/13/2020 01:12:45	4.990		0.0	0.0	4989.463806152344	56	1	1	25	73.4	1.4469623565673828	0	0	0	0	4989.449024200439	37.771846	-122.407436	22.369418519393044	59.05512	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6789436340332031	-90.0	0.0	0.0	Free	0	1	1	1	1016.9999599456787	0	Unknown	0	Unknown	3	4989.5031452178955	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1320114135742188	100	1.0869503021240234	1	0.0	0.0	0.0	1	1.5020370483398438	0	0	4989.506006240845	0	0	4989.506959915161	Shoot Photo	0	0	0	0	0	0	0	0	0	0.20313262939453125	1	100.0	1017.1599388122559	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	4989.536285400391	0	18.0	2	1.672983169555664	255	4989.537000656128	3902877.547784845
11/13/2020 01:12:45	5.157		0.0	0.0	5157.0727825164795	56	1	1	25	73.4	1.2371540069580078	0	0	0	0	5157.043933868408	37.771846	-122.407436	22.369418519393044	62.33596	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4629364013671875	-90.0	0.0	0.0	Free	0	1	1	1	167.5100326538086	0	Unknown	0	Unknown	3	5157.089948654175	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0156631469726562	100	0.96893310546875	1	0.0	0.0	0.0	1	1.3179779052734375	0	0	5157.128095626831	0	0	5157.1290493011475	Shoot Photo	0	0	0	0	0	0	0	0	0	167.81997680664062	1	100.0	167.71602630615234	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	5157.161235809326	0	18.0	2	1.5039443969726562	255	5157.166004180908	3902877.547784845
11/13/2020 01:12:45	5.323		0.0	0.0	5322.6728439331055	56	1	1	25	73.4	166.8381690979004	0	0	0	0	5322.65305519104	37.771846	-122.407436	22.369418519393044	62.33596	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	167.07110404968262	-90.0	0.0	0.0	Free	0	1	1	1	333.1160545349121	0	Unknown	0	Unknown	3	5322.695016860962	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	166.5949821472168	100	166.54586791992188	1	0.0	0.0	0.0	1	166.89515113830566	0	0	5322.705984115601	0	0	5322.707891464233	Shoot Photo	0	0	0	0	0	0	0	0	0	333.39500427246094	1	100.0	333.28914642333984	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	5322.734117507935	0	18.0	2	167.07706451416016	255	5322.738885879517	3902877.547784845
11/13/2020 01:12:45	5.495		0.0	0.0	5494.985818862915	56	1	1	25	73.4	1.5130043029785156	0	0	0	0	5494.974136352539	37.771846	-122.407436	22.369418519393044	68.89764	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.817941665649414	-90.0	0.0	0.0	Free	0	1	1	1	505.446195602417	0	Unknown	0	Unknown	3	5495.028972625732	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1398792266845703	100	1.09100341796875	1	0.0	0.0	0.0	1	1.5730857849121094	0	0	5495.041131973267	0	0	5495.042085647583	Shoot Photo	0	0	0	0	0	0	0	0	0	505.73110580444336	1	100.0	505.6262016296387	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	5495.07212638855	0	18.0	2	1.8248558044433594	255	5495.075941085815	3902877.547784845
11/13/2020 01:12:46	5.665		0.0	0.0	5664.669990539551	56	1	1	25	73.4	1.8382072448730469	0	0	0	0	5664.71004486084	37.771846	-122.407436	22.369418519393044	72.17848	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.1529197692871094	-90.0	0.0	0.0	Free	0	1	1	1	675.1830577850342	0	Unknown	0	Unknown	3	5664.779901504517	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.5139579772949219	100	1.4729499816894531	1	0.0	0.0	0.0	1	1.947164535522461	0	0	5664.78705406189	0	0	5664.788007736206	Shoot Photo	0	0	0	0	0	0	0	0	0	675.4751205444336	1	100.0	675.368070602417	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	5664.813041687012	0	18.0	2	2.1610260009765625	255	5664.815187454224	3902877.547784845
11/13/2020 01:12:46	5.831		0.0	0.0	5830.997943878174	56	1	1	25	73.4	168.1809425354004	0	0	0	0	5831.028938293457	37.771846	-122.407436	22.369418519393044	72.17848	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	168.48182678222656	-90.0	0.0	0.0	Free	0	1	1	1	841.51291847229	0	Unknown	0	Unknown	3	5831.093072891235	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	167.84191131591797	100	167.8009033203125	1	0.0	0.0	0.0	1	168.27726364135742	0	0	5831.131935119629	0	0	5831.133127212524	Shoot Photo	0	0	0	0	0	0	0	0	0	841.820240020752	1	100.0	841.7129516601562	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	5831.157207489014	0	18.0	2	168.50590705871582	255	5831.161022186279	3902877.547784845
11/13/2020 01:12:46	6.000		0.0	0.0	5999.305725097656	56	1	1	25	73.4	1.188039779663086	0	0	0	0	5999.274253845215	37.771846	-122.407436	22.369418519393044	78.74016	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.402139663696289	-90.0	0.0	0.0	Free	0	1	1	1	1009.7248554229736	0	Unknown	0	Unknown	3	5999.30214881897	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9179115295410156	100	0.8838176727294922	1	0.0	0.0	0.0	1	1.2140274047851562	0	0	5999.3040561676025	0	0	5999.305009841919	Shoot Photo	0	0	0	0	0	0	0	0	0	1009.9871158599854	1	100.0	1009.8791122436523	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	5999.320983886719	0	18.0	2	1.3802051544189453	255	5999.322175979614	3902877.547784845
11/13/2020 01:12:46	6.168		0.0	0.0	6167.618751525879	56	1	1	25	73.4	1.5139579772949219	0	0	0	0	6167.594909667969	37.771846	-122.407436	22.369418519393044	82.021	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7311573028564453	-90.0	0.0	0.0	Free	0	1	1	1	168.2431697845459	0	Unknown	0	Unknown	3	6167.644023895264	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0967254638671875	100	1.065969467163086	1	0.0	0.0	0.0	1	1.5649795532226562	0	0	6167.655944824219	0	0	6167.658090591431	Shoot Photo	0	0	0	0	0	0	0	0	0	168.44487190246582	1	100.0	168.3809757232666	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	6167.678117752075	0	18.0	2	1.7399787902832031	255	6167.680025100708	3902877.547784845
11/13/2020 01:12:46	6.335		0.0	0.0	6334.810733795166	56	1	1	25	73.4	2.485036849975586	0	0	0	0	6334.780216217041	37.771846	-122.407436	22.369418519393044	85.30184	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.724170684814453	-90.0	0.0	0.0	Free	0	1	1	1	335.4370594024658	0	Unknown	0	Unknown	3	6334.835052490234	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	2.135038375854492	100	2.1009445190429688	1	0.0	0.0	0.0	1	2.5420188903808594	0	0	6334.839105606079	0	0	6334.8400592803955	Shoot Photo	0	0	0	0	0	0	0	0	0	335.6289863586426	1	100.0	335.56389808654785	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	6334.861278533936	0	18.0	2	2.7170181274414062	255	6334.861993789673	3902877.547784845
11/13/2020 01:12:46	6.499		0.0	0.0	6499.006748199463	56	1	1	25	73.4	1.1990070343017578	0	0	0	0	6498.975038528442	37.771846	-122.407436	22.369418519393044	88.58268	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.4138221740722656	-90.0	0.0	0.0	Free	0	1	1	1	499.60899353027344	0	Unknown	0	Unknown	3	6499.006032943726	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9329319000244141	100	0.8971691131591797	1	0.0	0.0	0.0	1	1.2302398681640625	0	0	6499.008893966675	0	0	6499.009847640991	Shoot Photo	0	0	0	0	0	0	0	0	0	499.79591369628906	1	100.0	499.73106384277344	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	6499.028205871582	0	18.0	2	1.3937950134277344	255	6499.028921127319	3902877.547784845
11/13/2020 01:12:47	6.669		0.0	0.0	6668.26868057251	56	1	1	25	73.4	1.129150390625	0	0	0	0	6668.235063552856	37.771846	-122.407436	22.369418519393044	91.86352	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.352071762084961	-90.0	0.0	0.0	Free	0	1	1	1	668.8799858093262	0	Unknown	0	Unknown	3	6668.277978897095	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.8761882781982422	100	0.8440017700195312	1	0.0	0.0	0.0	1	1.171112060546875	0	0	6668.28179359436	0	0	6668.282985687256	Shoot Photo	0	0	0	0	0	0	0	0	0	669.0688133239746	1	100.0	669.003963470459	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	6668.301105499268	0	18.0	2	1.3358592987060547	255	6668.302059173584	3902877.547784845
11/13/2020 01:12:47	6.839		0.0	0.0	6838.521957397461	56	1	1	25	73.4	1.3239383697509766	0	0	0	0	6838.511943817139	37.771846	-122.407436	22.369418519393044	95.14436	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5840530395507812	-90.0	0.0	0.0	Free	0	1	1	1	839.1849994659424	0	Unknown	0	Unknown	3	6838.585138320923	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1208057403564453	100	1.0881423950195312	1	0.0	0.0	0.0	1	1.416921615600586	0	0	6838.5961055755615	0	0	6838.597059249878	Shoot Photo	0	0	0	0	0	0	0	0	0	839.3869400024414	1	100.0	839.3239974975586	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	6838.623046875	0	18.0	2	1.5950202941894531	255	6838.628053665161	3902877.547784845
11/13/2020 01:12:47	7.006		0.0	0.0	7005.239963531494	56	1	1	25	73.4	1.3048648834228516	0	0	0	0	7005.257129669189	37.771846	-122.407436	22.369418519393044	98.4252	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5988349914550781	-90.0	0.0	0.0	Free	0	1	1	1	1005.9101581573486	0	Unknown	0	Unknown	3	7005.311012268066	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9889602661132812	100	0.9548664093017578	1	0.0	0.0	0.0	1	1.3821125030517578	0	0	7005.32078742981	0	0	7005.321979522705	Shoot Photo	0	0	0	0	0	0	0	0	0	0.22983551025390625	1	100.0	1006.0451030731201	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	7005.34200668335	0	18.0	2	1.5909671783447266	255	7005.343198776245	3902877.547784845
11/13/2020 01:12:47	7.176		0.0	0.0	7175.209999084473	56	1	1	25	73.4	1.177072525024414	0	0	0	0	7175.19211769104	37.771846	-122.407436	22.369418519393044	101.70604	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.428842544555664	-90.0	0.0	0.0	Free	0	1	1	1	169.9068546295166	0	Unknown	0	Unknown	3	7175.256013870239	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.96893310546875	100	0.9369850158691406	1	0.0	0.0	0.0	1	1.2590885162353516	0	0	7175.2660274505615	0	0	7175.267934799194	Shoot Photo	0	0	0	0	0	0	0	0	0	170.1810359954834	1	100.0	170.0611114501953	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	7175.296306610107	0	18.0	2	1.4357566833496094	255	7175.301074981689	3902877.547784845
11/13/2020 01:12:47	7.339		0.0	0.0	7338.146686553955	56	1	1	25	73.4	1.3799667358398438	0	0	0	0	7338.122129440308	37.771846	-122.407436	22.369418519393044	104.98688	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6007423400878906	-90.0	0.0	0.0	Free	0	1	1	1	332.8256607055664	0	Unknown	0	Unknown	3	7338.175058364868	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0440349578857422	100	0.9970664978027344	1	0.0	0.0	0.0	1	1.4128684997558594	0	0	7338.17982673645	0	0	7338.181018829346	Shoot Photo	0	0	0	0	0	0	0	0	0	333.08982849121094	1	100.0	332.97014236450195	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	7338.203191757202	0	18.0	2	1.5981197357177734	255	7338.204145431519	3902877.547784845
11/13/2020 01:12:47	7.507		0.0	0.0	7506.543874740601	56	1	1	25	73.4	1.2359619140625	0	0	0	0	7506.515026092529	37.771846	-122.407436	22.369418519393044	108.26772	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5082359313964844	-90.0	0.0	0.0	Free	0	1	1	1	501.201868057251	0	Unknown	0	Unknown	3	7506.551027297974	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	0.9291172027587891	100	0.8931159973144531	1	0.0	0.0	0.0	1	1.2660026550292969	0	0	7506.562948226929	0	0	7506.5648555755615	Shoot Photo	0	0	0	0	0	0	0	0	0	501.4770030975342	1	100.0	501.3589859008789	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	7506.595134735107	0	18.0	2	1.4998912811279297	255	7506.599187850952	3902877.547784845
11/13/2020 01:12:48	7.676		0.0	0.0	7675.349712371826	56	1	1	25	73.4	2.521038055419922	0	0	0	0	7675.342082977295	37.771846	-122.407436	22.369418519393044	111.54856	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.758026123046875	-90.0	0.0	0.0	Free	0	1	1	1	670.0248718261719	0	Unknown	0	Unknown	3	7675.370931625366	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	2.2993087768554688	100	2.2668838500976562	1	0.0	0.0	0.0	1	2.5739669799804688	0	0	7675.373792648315	0	0	7675.3740310668945	Shoot Photo	0	0	0	0	0	0	0	0	0	670.280933380127	1	100.0	670.159101486206	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	7675.392150878906	0	18.0	2	2.7327537536621094	255	7675.393104553223	3902877.547784845
11/13/2020 01:12:48	7.848		0.0	0.0	7847.32985496521	56	1	1	25	73.4	1.6469955444335938	0	0	0	0	7847.329139709473	37.771846	-122.407436	22.369418519393044	114.82939999999999	18.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.8792152404785156	-90.0	0.0	0.0	Free	0	1	1	1	842.0357704162598	0	Unknown	0	Unknown	3	7847.386121749878	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.4050006866455078	100	1.3709068298339844	1	0.0	0.0	0.0	1	1.7099380493164062	0	0	7847.3961353302	0	0	7847.398042678833	Shoot Photo	0	0	0	0	0	0	0	0	0	842.3099517822266	1	100.0	842.191219329834	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	7847.427129745483	0	18.0	2	1.8930435180664062	255	7847.429990768433	3902877.547784845
